timestamp,x,y,speed_kmh,acceleration,throttle,brake,steering,gear,lap
3.7808,190.8088,0.0271,115.607,-10.8478,0.0,0.916,-0.182,4,1
3.812,191.9197,-0.1395,114.855,-10.849,0.0,0.874,-0.014,4,1
3.8436,193.0662,-0.0335,114.906,-10.8503,0.0,0.919,0.338,4,1
3.8755,194.0008,0.0594,112.536,-10.8516,0.0,0.914,-0.313,4,1
3.9077,195.0342,-0.013,110.876,-10.853,0.0,0.887,0.068,4,1
3.9404,195.9825,0.0227,109.237,-10.8545,0.0,0.897,-0.127,4,1
3.9734,196.916,-0.0776,107.521,-10.856,0.0,0.875,0.257,4,1
4.0068,198.1566,-0.0883,106.899,-10.8576,0.0,0.918,0.057,4,1
4.0406,198.8954,0.0375,106.782,-10.8593,0.0,0.899,-0.214,4,1
4.0749,199.9757,-0.168,105.933,-10.8969,0.0,0.942,-0.202,4,1
4.1271,201.5571,-0.0223,102.349,0.0,0.017,0.0,1.192,4,1
4.1799,203.0333,-0.0443,103.459,0.0,0.0,0.0,0.705,4,1
4.2326,204.5187,0.0977,102.777,0.0,0.001,0.034,0.911,4,1
4.2854,206.0599,0.276,103.087,0.0,0.0,0.003,0.904,4,1
4.3381,207.4876,0.3728,101.712,0.0,0.0,0.011,2.023,4,1
4.3909,208.9964,0.586,102.385,0.0,0.013,0.0,1.17,4,1
4.4436,210.3024,0.8259,102.152,0.0,0.027,0.0,1.262,4,1
4.4964,212.0166,1.06,101.21,0.0,0.0,0.0,1.047,4,1
4.5491,213.4263,1.2592,103.374,0.0,0.0,0.02,0.922,4,1
4.6019,215.0238,1.3681,102.531,0.0,0.069,0.005,1.134,4,1
4.6546,216.525,1.859,102.006,0.0,0.005,0.0,1.678,4,1
4.7074,217.8711,2.1414,101.61,0.0,0.0,0.0,0.892,4,1
4.7601,219.3177,2.4373,103.482,0.0,0.0,0.0,1.192,4,1
4.8129,220.7005,2.8365,101.146,0.0,0.017,0.0,1.303,4,1
4.8656,222.0885,3.408,103.529,0.0,0.02,0.0,1.694,4,1
4.9184,223.4501,3.8831,104.359,0.0,0.006,0.0,0.961,4,1
4.9712,225.1187,4.2763,102.389,0.0,0.017,0.0,0.995,4,1
5.0239,226.3432,4.8901,102.307,0.0,0.01,0.0,0.866,4,1
5.0767,227.7685,5.3581,103.543,0.0,0.0,0.0,1.142,4,1
5.1294,229.1885,5.7649,101.599,0.0,0.0,0.0,1.227,4,1
5.1822,230.4982,6.5397,103.043,0.0,0.0,0.006,1.194,4,1
5.2349,232.0163,7.2417,102.242,0.0,0.0,0.011,1.38,4,1
5.2877,233.2153,7.7893,102.499,0.0,0.027,0.005,1.122,4,1
5.3404,234.5316,8.4206,101.546,0.0,0.0,0.0,1.055,4,1
5.3932,236.0275,9.2374,103.679,0.0,0.0,0.0,0.509,4,1
5.4459,237.2985,9.8334,101.055,0.0,0.009,0.002,1.851,4,1
5.4987,238.5754,10.6161,102.767,0.0,0.0,0.009,1.632,4,1
5.5514,239.9034,11.3658,102.469,0.0,0.022,0.011,1.537,4,1
5.6042,241.1601,12.3276,101.719,0.0,0.0,0.0,1.451,4,1
5.6569,242.2865,13.0653,101.455,0.0,0.0,0.0,1.43,4,1
5.7097,243.6976,14.0481,102.86,0.0,0.007,0.013,1.411,4,1
5.7624,244.8671,14.9948,100.796,0.0,0.029,0.0,1.469,4,1
5.8152,245.9199,15.8275,102.845,0.0,0.016,0.0,0.672,4,1
5.8679,247.1861,16.7254,102.44,0.0,0.0,0.0,0.856,4,1
5.9207,248.4122,17.7015,102.168,0.0,0.002,0.006,0.625,4,1
5.9735,249.3895,18.6857,103.316,0.0,0.0,0.025,1.188,4,1
6.0262,250.5119,19.6816,102.412,0.0,0.003,0.0,1.329,4,1
6.079,251.7463,20.5004,103.306,0.0,0.0,0.009,1.587,4,1
6.1317,252.793,21.7872,103.317,0.0,0.001,0.0,0.742,4,1
6.1845,253.8209,22.7619,101.996,0.0,0.0,0.031,1.208,4,1
6.2372,254.8627,23.8586,103.557,0.0,0.025,0.0,1.295,4,1
6.29,255.8888,25.0513,103.331,0.0,0.002,0.033,1.473,4,1
6.3427,256.8918,26.1108,101.951,0.0,0.003,0.0,0.765,4,1
6.3955,257.8553,27.2967,103.506,0.0,0.008,0.022,1.746,4,1
6.4482,258.8585,28.5719,102.638,0.0,0.0,0.006,1.094,4,1
6.501,259.7076,29.5165,102.185,0.0,0.0,0.0,0.903,4,1
6.5537,260.4752,30.813,101.485,0.0,0.0,0.016,1.401,4,1
6.6065,261.3768,31.9143,101.868,0.0,0.023,0.0,1.469,4,1
6.6592,262.3419,33.3202,102.709,0.0,0.012,0.0,1.788,4,1
6.712,263.214,34.4861,100.68,0.0,0.0,0.018,1.492,4,1
6.7647,263.8517,35.7504,102.636,0.0,0.0,0.018,1.334,4,1
6.8175,264.7087,37.0362,101.881,0.0,0.002,0.0,1.073,4,1
6.8702,265.4164,38.3029,100.604,0.0,0.0,0.0,1.45,4,1
6.923,266.1113,39.611,101.236,0.0,0.0,0.026,1.529,4,1
6.9757,266.9255,40.8742,101.918,0.0,0.02,0.0,1.325,4,1
7.0285,267.5004,42.3371,103.122,0.0,0.015,0.003,1.704,4,1
7.0813,268.079,43.7188,102.991,0.0,0.016,0.025,1.864,4,1
7.134,268.8523,45.2184,103.277,0.0,0.008,0.037,1.16,4,1
7.1868,269.4811,46.4407,100.899,0.0,0.021,0.0,1.081,4,1
7.2395,269.8659,47.8074,102.716,0.0,0.003,0.028,1.014,4,1
7.2923,270.508,49.3344,103.727,0.0,0.0,0.045,1.919,4,1
7.345,271.0129,50.8868,102.999,0.0,0.012,0.013,1.813,4,1
7.3978,271.4909,52.2133,102.462,0.0,0.003,0.009,1.599,4,1
7.4505,271.77,53.5954,103.432,0.0,0.0,0.0,0.951,4,1
7.5033,272.36,55.1516,103.147,0.0,0.0,0.0,1.246,4,1
7.556,272.6323,56.4435,101.889,0.0,0.0,0.0,1.568,4,1
7.6088,272.9248,57.9166,102.98,0.0,0.002,0.006,0.937,4,1
7.6615,273.3095,59.3829,102.541,0.0,0.0,0.0,0.556,4,1
7.7143,273.7325,60.7696,101.93,0.0,0.0,0.0,1.379,4,1
7.767,273.9429,62.3188,102.052,0.0,0.0,0.032,1.473,4,1
7.8198,274.1969,63.7889,102.179,0.0,0.017,0.0,1.294,4,1
7.8725,274.3332,65.2938,101.861,0.0,0.022,0.0,1.222,4,1
7.9253,274.5798,66.7979,102.183,0.0,0.024,0.0,1.533,4,1
7.978,274.5858,68.2734,103.079,0.0,0.0,0.021,1.626,4,1
8.0308,274.677,69.6891,102.336,0.0,0.0,0.01,1.178,4,1
8.0835,274.8853,71.1863,103.302,0.0,0.02,0.015,0.979,4,1
8.1363,275.0,72.7984,101.367,0.0,0.0,0.0,1.488,4,1
8.1891,275.2357,74.2013,101.554,0.0,0.0,0.0,1.07,4,1
8.2418,274.9912,75.6846,102.955,0.0,0.0,0.0,1.242,4,1
8.2946,274.9049,77.3089,104.414,0.0,0.014,0.0,1.118,4,1
8.3473,274.8688,78.775,102.429,0.0,0.022,0.003,1.357,4,1
8.4001,274.877,80.2751,102.857,0.0,0.015,0.011,1.516,4,1
8.4528,274.558,81.7828,102.472,0.0,0.018,0.017,1.453,4,1
8.5056,274.5636,83.3317,102.026,0.0,0.008,0.018,1.329,4,1
8.5583,274.412,84.6227,101.677,0.0,0.0,0.0,1.675,4,1
8.6111,274.0748,86.1285,102.417,0.0,0.0,0.0,1.82,4,1
8.6638,273.8694,87.7735,103.394,0.0,0.0,0.0,1.094,4,1
8.7166,273.5178,89.1068,102.453,0.0,0.0,0.0,1.189,4,1
8.7693,273.2298,90.6641,101.769,0.0,0.057,0.0,1.426,4,1
8.8221,273.1041,92.2082,101.767,0.0,0.0,0.013,1.059,4,1
8.8748,272.6588,93.6752,101.037,0.0,0.03,0.0,0.933,4,1
8.9276,272.254,95.1009,101.811,0.0,0.027,0.0,1.509,4,1
8.9803,271.9026,96.3732,102.2,0.0,0.0,0.0,0.979,4,1
9.0331,271.3629,97.8405,102.288,0.0,0.013,0.001,1.31,4,1
9.0858,270.8915,99.2561,101.922,0.0,0.004,0.0,1.28,4,1
9.1386,270.3416,100.769,101.848,0.0,0.0,0.0,0.607,4,1
9.1914,269.846,102.2025,103.45,0.0,0.0,0.023,1.151,4,1
9.2441,269.3154,103.6743,102.083,0.0,0.035,0.0,1.265,4,1
9.2969,268.8894,104.8498,102.424,0.0,0.012,0.031,1.222,4,1
9.3496,268.1389,106.3637,102.379,0.0,0.0,0.0,1.436,4,1
9.4024,267.4087,107.5476,101.822,0.0,0.0,0.003,1.329,4,1
9.4551,266.8572,108.9648,102.797,0.0,0.0,0.0,1.464,4,1
9.5079,266.1045,110.2662,102.299,0.0,0.028,0.0,1.269,4,1
9.5606,265.4646,111.6164,103.452,0.0,0.006,0.005,1.684,4,1
9.6134,264.7305,113.022,102.861,0.0,0.0,0.0,0.928,4,1
9.6661,263.9102,114.1526,102.839,0.0,0.0,0.017,1.19,4,1
9.7189,263.0127,115.4281,102.64,0.0,0.019,0.016,0.911,4,1
9.7716,262.4094,116.8085,102.328,0.0,0.0,0.014,1.151,4,1
9.8244,261.5785,117.9414,100.637,0.0,0.0,0.0,1.125,4,1
9.8771,260.4651,119.2236,103.293,0.0,0.014,0.041,1.514,4,1
9.9299,259.7284,120.3968,102.69,0.0,0.0,0.0,1.058,4,1
9.9826,258.8063,121.7329,100.987,0.0,0.0,0.0,1.284,4,1
10.0354,257.9612,122.849,102.103,0.0,0.0,0.0,1.412,4,1
10.0881,256.8254,123.9118,101.832,0.0,0.025,0.024,1.616,4,1
10.1409,255.8758,124.9225,102.451,0.0,0.002,0.0,1.251,4,1
10.1936,254.8269,126.0402,101.12,0.0,0.0,0.0,0.031,4,1
10.2464,253.7958,127.2376,102.624,0.0,0.024,0.002,1.925,4,1
10.2992,252.8885,128.2167,102.054,0.0,0.019,0.0,1.404,4,1
10.3519,251.5616,129.467,103.359,0.0,0.023,0.0,0.326,4,1
10.4047,250.5216,130.43,101.746,0.0,0.0,0.0,1.24,4,1
10.4574,249.4278,131.3713,101.833,0.0,0.01,0.0,0.964,4,1
10.5102,248.3733,132.3802,100.986,0.0,0.0,0.067,1.163,4,1
10.5629,247.3122,133.4809,101.958,0.0,0.021,0.001,1.181,4,1
10.6157,246.0372,134.1161,103.13,0.0,0.008,0.002,1.223,4,1
10.6684,244.8416,135.0866,103.639,0.0,0.0,0.0,0.908,4,1
10.7212,243.6582,136.0721,102.621,0.0,0.0,0.0,1.728,4,1
10.7739,242.2906,136.7785,103.49,0.0,0.0,0.0,1.203,4,1
10.8267,240.9119,137.6451,102.921,0.0,0.0,0.011,1.368,4,1
10.8794,239.9164,138.5642,102.112,0.0,0.0,0.0,1.184,4,1
10.9322,238.6834,139.2372,102.838,0.0,0.005,0.0,1.088,4,1
10.9849,237.3205,139.8983,103.092,0.0,0.039,0.052,0.266,4,1
11.0377,236.0892,140.6139,102.18,0.0,0.0,0.023,1.116,4,1
11.0904,234.7189,141.57,102.299,0.0,0.0,0.0,0.787,4,1
11.1432,233.4236,142.1255,102.562,0.0,0.029,0.007,1.461,4,1
11.1959,232.0239,142.9245,102.35,0.0,0.0,0.003,1.176,4,1
11.2487,230.6459,143.5713,103.234,0.0,0.009,0.0,0.994,4,1
11.3014,229.1064,143.9899,103.701,0.0,0.0,0.007,1.713,4,1
11.3542,227.8932,144.6505,101.649,0.0,0.01,0.0,0.783,4,1
11.407,226.4715,145.1151,100.88,0.0,0.0,0.027,0.93,4,1
11.4597,225.0551,145.8106,101.253,0.0,0.002,0.019,1.143,4,1
11.5125,223.4533,146.1428,102.506,0.0,0.01,0.04,1.183,4,1
11.5652,222.1956,146.653,102.574,0.0,0.021,0.013,1.199,4,1
11.618,220.7343,147.0976,101.162,0.0,0.013,0.0,1.225,4,1
11.6707,219.2613,147.5127,102.75,0.0,0.0,0.0,1.15,4,1
11.7235,217.8454,147.6836,102.221,0.0,0.0,0.0,2.086,4,1
11.7762,216.4659,148.2636,101.378,0.0,0.0,0.023,0.991,4,1
11.829,214.9616,148.5214,101.702,0.0,0.01,0.026,1.304,4,1
